username,datetime,tweet,cleaned_tweet,target,tweet_compound,fear,anger,anticipation,trust,surprise,positive,negative,sadness,disgust,joy,second/thirdperson,firstperson,sadness/loneliness,suicidal,primarysupport,troubleconcentrate,worthlessness/guilt,housing,disturbedsleep,occupational,fatigue/lossenergy,weight/appetite,agitation/retardation,topic
sfwithfs,16/12/2021 14:27,@AerinnaLee i saw their tweets tbh. explains as well why a lot of his SUCs have been pulled by kfans. i just want it shipped before the holidays ??,i saw their tweet honest explains well lot his sucs pull kfans i want it ship holiday,normal,0.6553,0.083333333,0.083333333,0.166666667,0.083333333,0,0.25,0,0.083333333,0.083333333,0.166666667,3,2,0,0,0,0,0,0,0,0,0,0,0,7
waketfup00,16/12/2021 14:27,@Jacob_E_Johnson @AndrewShuk2112 The research has been done and we are only trying to help ??????? all they need to do is open their eyes  https://t.co/rHvmAqQR2x,research we try help they need open their eye,normal,0.5661,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7
oceanicmea,16/12/2021 14:27,@Eagle_Shipping_ Thankyou for the follow! ??,thankyou follow,normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
fishwithsticks,16/12/2021 14:27,@KLynn_de My policy is no one should ever be responsible for obtaining their own birthday cake. Lol,my policy no one ever responsible obtain their birthday cake laugh,normal,0.4404,0,0,0.1,0.2,0.2,0.3,0,0,0,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,4
wachoopsdigest,16/12/2021 14:27,"Epitome of Brutality? Sure. Power 6 road win? Yep. 4 straight road wins? Of course.   Overcoming adversity to win a game and giving your fan base a near heart attack? Absolutely.   Yes, it is safe to call @NMStateMBB the Cardiac Kids.   #WAChoops",epitome brutality sure power road win yep straight road win course overcome adversity win game give your fan base near heart attack absolutely yes it safe call cardiac kid,normal,0.9542,0.2,0.2,0,0.133333333,0,0.133333333,0.2,0.066666667,0,0.066666667,2,0,0,0,0,0,0,0,0,0,0,0,0,3
kirijaz,16/12/2021 14:27,@VinVincibleXP at all like the moment aint even funny cause Deku doesn't look remotely flustered just annoyed and serious.,like moment not even funny deku not look remotely fluster annoy serious,normal,-0.2654,0,0.333333333,0,0,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
jamairerevis,16/12/2021 14:27,"@mackenziehunt @BandB_CBS How could a lot of people not know? And like someone said, Carter even drew up paperwork, so you would think he'd know better. Once it goes through him, it's assumed that everything is legit. Taylor helped coordinate the adoption but she didn't know Reese was a kidnapper.",could lot people not know like someone say carter even draw paperwork you would think he would know good it go him it assume everything legit taylor help coordinate adoption she not know reese kidnapper,normal,0.1015,0,0,0.2,0.2,0.2,0.2,0,0,0,0.2,6,0,0,0,0,0,0,0,0,0,0,0,0,7
vigneshares,16/12/2021 14:27,@muthu_tara @madan3 Like the way you took it?? There's a point in all perspective ??,like way you take it point perspective,normal,0.5362,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7
lanregas,16/12/2021 14:27,@assfinance @gmwagmieth Yeahhhh $ass will definitely be big just a matter of time,yeahh definitely big matter time,normal,0.4215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
hesse_rebecca,16/12/2021 14:27,"Loving @hawkeyeofficial so much!!!! The cliffhangers are giving me hives though. These episodes are too short. Im itching out of my skin, I need to see what happens next! ????????????",love much cliffhanger give me hive though episode short i itch my skin i need see happen next,normal,0.8565,0,0,0.25,0,0,0.25,0.25,0,0,0.25,0,4,0,0,0,0,0,0,0,0,0,0,0,9
briianabink,16/12/2021 14:27,@ambular_93 This MEANS something. Idk what bit something,mean something i not know bit something,normal,-0.1027,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
mindful_bot,16/12/2021 14:27,take your gaze to the middle distance and let it soften,take your gaze middle distance let it soften,normal,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6
hosanna_ourlord,16/12/2021 14:27,"@JackPosobiec In the same sense, when people are in a store and see others without their masks Ive noticed that they tend to take theirs off. (here in Texas, at least) Its kind of cool IMO",sense people store see others without their mask i notice they tend take theirs texas least its kind cool i go,normal,0.2516,0,0,0.142857143,0.142857143,0,0.571428571,0,0,0,0.142857143,4,2,0,0,0,0,0,0,0,0,0,0,0,1
karymanq,16/12/2021 14:27,I hope you heal from all the things you don't want to talk about.???,i hope you heal thing you not want talk,normal,0.497,0,0,0.111111111,0.222222222,0.111111111,0.333333333,0,0,0,0.222222222,2,1,0,0,0,0,0,0,0,0,0,0,0,9
kcalskitty,16/12/2021 14:27,@lunecal It's one of the best parts of 2005 what r they talking abt smh,it one best part they talk somehow,normal,0.4404,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9
nilushikarunar2,16/12/2021 14:27,How great were the student presentations!! ???????? Their perspectives were so eye opening and inspiring to hear!,great student presentation their perspective eye opening inspiring hear,normal,0.8669,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
teamyoutube,16/12/2021 14:27,"@julzkapenzi Thanks for getting back to us  we recommend sending a feedback report using the link we previously shared. Note that you may not get a reply, but this directs your concern to the right team. Tweet back @ us if needed.",thanks get back us we recommend send feedback report use link we previously share note you may not get reply direct your concern right team tweet back us need,normal,0.5267,0,0,0.142857143,0.428571429,0,0.285714286,0,0,0,0.142857143,2,4,0,0,0,0,0,0,0,0,0,0,0,7
zoovia107,16/12/2021 14:27,"@Juli_queen_juli Send me the video,please.",send me video please,normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
ryancapss,16/12/2021 14:27,technically the 16th now but ima still watch the last jedi,technically i still watch last jedi,normal,0,0.5,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
shineureath,16/12/2021 14:27,let me roll on the floor i definitely doesn't remember blst event at all....,let me roll floor i definitely not remember blst event,normal,0.4019,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6
m__verbruggen,16/12/2021 14:27,"@tsmullaney Just responding to your tweet in the original thread:   I would agree with him, I see much more evolution than revolution in warfare so to say.   https://t.co/zzzE7G79ef",respond your tweet original thread i would agree him i see much evolution revolution warfare say,normal,0.3818,0.153846154,0.153846154,0.076923077,0,0.076923077,0.230769231,0.153846154,0.153846154,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,7
ipriest6,16/12/2021 14:27,???? looks like everyone is having a pretty bad GW in the FPL except me cause ain't no way I've moved up high in ranks with just 23 points,look like everyone pretty bad gw fpl except me not no way i move high rank point,normal,0.6184,0.111111111,0.111111111,0.111111111,0.111111111,0,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,0,2,0,0,0,0,0,0,0,0,0,0,0,4
larryjsanders,16/12/2021 14:27,the way the lakers celebrate these 2-point wins that shouldve been blowouts ????????????,way lakers celebrate point win blowout,normal,0.8541,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
wali_xx,16/12/2021 14:27,?? Never Said better!  AND YES I READ THE LAST LINE ??,never say well yes i read last line,normal,0.5071,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10
lita12557,16/12/2021 14:27,@BeatlesEarth Yes I got that he was so busy looking for the unattainable he missed the beauty of life ??,yes i get he busy look unattainable he miss beauty life,normal,0.6868,0,0.2,0,0,0,0.2,0.2,0.2,0,0.2,2,1,0,0,0,0,0,0,0,0,0,0,0,4
nikzz_08,16/12/2021 14:27,@horangicult That sweater on boo seems like he has been wearing that the whole year. Like he just glued that onto him,sweater boo seem like he wear whole year like he glue onto him,normal,0.6124,0,0,0,0.333333333,0,0,0.666666667,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6
raftergears,16/12/2021 14:27,"The Family Guy cut-away where theyre on a talk show and the person turns into a horse, and then a broom, and the person being interviewed ends with honestly Diane, Im surprised.",family guy cut away they talk show person turn horse broom person interview end honestly diane i surprised,normal,0.5994,0,0,0,0.5,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9
rjacksonafc,16/12/2021 14:27,Arteta has transformed the emirates into an absolute fortress.,arteta transform emirate absolute fortress,normal,0,0.2,0,0,0.2,0,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
rkdoudou,16/12/2021 14:27,@SangongSidney @NgoMindang @cartystweets You dont have the referenceshes making fun of it,you not referenceshes make fun it,normal,0.5106,0,0,0.333333333,0,0,0.333333333,0,0,0,0.333333333,2,0,0,0,0,0,0,0,0,0,0,0,0,3
bpdkokonoi,16/12/2021 14:27,Yay! We've made it to the hospital! Just follow my lead!,yay we make it hospital follow my lead,normal,0.6458,0.25,0,0,0.25,0,0.25,0,0.25,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
9072021,16/12/2021 14:27,@veggie64_leslie The city was blacked out after our two  tornadoes in 2006. We kept our power. We were in the Wally World bubble of protection in the boonies at the northeast corner of the city.,city black our two tornado we keep our power we wally world bubble protection boonies northeast corner city,normal,0,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2
dominicmboo_,16/12/2021 14:27,@Yedije2 Time for what? ??I gatchu already,time i get you already,normal,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9
thatgirlfrench,16/12/2021 14:27,"Wish we could turn back time, to the good dope dayssss  https://t.co/SP4FTKuQVD",wish we could turn back time good dope days,normal,0.6808,0,0,0.333333333,0.166666667,0.166666667,0.166666667,0,0,0,0.166666667,0,1,0,0,0,0,0,0,0,0,0,0,0,4
disgruntledpe14,16/12/2021 14:27,@BanannaSpanna Ps. It's a wrapped up recorder. ??,p it wrap recorder,normal,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
farren_heit_,16/12/2021 14:27,"On the right, like butter wouldnt melt ??  https://t.co/Kl92lDXHQM",right like butter would not melt,normal,0.4329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1tcglingo,16/12/2021 14:27,shit for the birds lol,shit bird laugh,normal,-0.2023,0,0.166666667,0,0,0.166666667,0.166666667,0.166666667,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,7
thstraya2017,16/12/2021 14:27,"@pricelewis7 Minutes from home, Im lucky but dont do it enough really. Gotta change that. The water was perfection",minute home i lucky not it enough really get change water perfection,normal,0.7876,0.111111111,0,0.111111111,0.111111111,0.222222222,0.222222222,0,0,0,0.222222222,1,1,0,0,0,0,0,0,0,0,0,0,0,9
jawjartopp,16/12/2021 14:27,@YaThinkN @BLT_86 @SCLightning_fan Hahaha I have mentally made note of them! My 1st game Ill be at is Vixens (my mum will no doubt be down for that one too) cause the 1st home game is my 1st comp,hahaha i mentally make note them my st game ill vixens my mum no doubt one st home game my st comp,normal,-0.4926,0.272727273,0.090909091,0,0.090909091,0,0,0.272727273,0.181818182,0.090909091,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3
reannanicolleee,16/12/2021 14:27,"Hi guys ?? Ive got some beautiful Christmas earrings left.! I have posted the prices on the pictures PM me for a list of what I have left. I will update the post as the earrings get sold.  I am available for local pickup, possible delivery and shipping ??  https://t.co/9nX0YN6b2j",hi guy i get beautiful christmas earring leave i post price picture pm me list i leave i update post earring get sell i available local pickup possible delivery shipping,normal,0.7312,0,0,0.1,0,0.2,0.2,0.2,0.2,0,0.1,0,6,0,0,0,0,0,0,0,0,0,0,0,4
priorparkccf,16/12/2021 14:27,"@DrumMajorArmy Have a realistic expectation as to what salary you might you achieve, a big difference between what you think you are worth against what someone is willing to pay, until the right fit comes along, its also lifestyle and choices, can your current rainey day fund get you thru ????",realistic expectation salary you might you achieve big difference you think you worth someone willing pay right fit come along its also lifestyle choice your current rainey day fund get you,normal,0.6072,0,0,0.2,0.2,0,0.4,0,0,0,0.2,7,0,0,0,0,0,0,0,0,0,0,0,0,1
thecynicalhun,16/12/2021 14:27,"@rafelson206 @BawdenSnoek @OcarinaJones I know they do, but they shouldnt - it should be policy that comes first.",i know they they not it policy come first,normal,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
soronajo,16/12/2021 14:27,Steve isn't the new carry character. Literally low lifes on elite smash play the MU better than tweek,steve not new carry character literally low life elite smash play mu well tweek,normal,0.4939,0.142857143,0.142857143,0.142857143,0.142857143,0,0.142857143,0.142857143,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ellispe34613118,16/12/2021 14:27,Hey! The rave is the best.,hey rave best,normal,0.6696,0,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,3
sunlyon,16/12/2021 14:27,@notmy0 i respect the grind,i respect grind,normal,0.4767,0,0,0.25,0.25,0,0.25,0,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,9
atangacelest,16/12/2021 14:27,"Since know divide and rule (conquer) was meted on us to remain divided, and now that we know it - can't we turn the tables and put our nation first be any tribal &amp; clannish consideration? If we don't change, let's not blame @GREATBritain, rather ourselves",since know divide rule conquer meted us remain divided we know it not we turn table put our nation first tribal clannish consideration we not change let us not blame rather ourselves,normal,0.2584,0.285714286,0.142857143,0,0.285714286,0,0,0.142857143,0,0.142857143,0,1,7,0,0,0,0,0,0,0,0,0,0,0,3
fantasywrinkle,16/12/2021 14:27,SooOOO hungry for some and the Australian-Cranberry Sauce rn :/,soo hungry australian cranberry sauce right hesitant,normal,-0.34,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
wayne_wjs,16/12/2021 14:27,@DnCityCouncil Speed limits on the cyclists who think the path is a valodrome please,speed limit cyclist think path valodrome please,normal,0.3182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
carolbr69681720,16/12/2021 14:27,Went to the mall with my boyfriend.,go mall my boyfriend,normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
matthewdustin,16/12/2021 14:27,The sportsbook still had this bet live 3 hours ago #blessed ????  https://t.co/WXUvxBqW5J,sportsbook still bet live hour ago,normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
slgns_wonders,16/12/2021 14:27,@r3xsimulator Nah not at all they really work together in this piece,nah not they really work together piece,normal,-0.1027,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
chaiaeran,16/12/2021 14:27,"Midnight release of new Banzai chapter! We've had enough angst, time to get back to the comfort/fluff side.  https://t.co/Xa5aaWZ7YH",midnight release new banzai chapter we enough angst time get back comfort fluff side,normal,0,0,0,0.4,0.2,0,0.2,0,0,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,2
xrhstosgionis,16/12/2021 14:27, https://t.co/dQH3hsa4Dp A Big Thank You my Lovely Anil for Your Like exactly One Year Before  here to Twitter!!!????  ??????????????????????  Also All the Best for You!!!???????? And Smiles to your Life!??????????  @celikanil #An?lelik  https://t.co/ZE2GWlSKDD,big thank you my lovely anil your like exactly one year twitter also best you smile your life lelik,normal,0.9597,0,0,0.1,0.2,0.2,0.2,0,0.1,0,0.2,4,1,0,0,0,0,0,0,0,0,0,0,0,7
lgbtqiapos,16/12/2021 14:27,i wish all vampigenders a very finding $50 on the floor today ??,i wish vampigenders find floor today,normal,0.4696,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
yeonjuniessgf,16/12/2021 14:27,"3.  2021, not gonna mention the name of boy group, one of their song boomed in tiktok, and my bff stan them immediately and encourage me to stan them too, so I watch their vids, and then there's one show that they are with txt, at first I don't really like txt",not go mention name boy group one their song boom tiktok my best friend forever stan them immediately encourage me stan them i watch their video one show they text first i not really like text,normal,0.7071,0.071428571,0,0.142857143,0.214285714,0,0.214285714,0.142857143,0,0.071428571,0.142857143,5,4,0,0,0,0,0,0,0,0,0,0,0,7
znoyce,16/12/2021 14:27,Please dont tell me the Jazz expect me to be excited about hiring Danny Ainge. Im trying so hard to be a fan of this team even when its difficult.,please not tell me jazz expect me excite hire danny ainge i try hard fan team even its difficult,normal,0.3887,0.125,0.0625,0.1875,0.1875,0.125,0.1875,0,0,0,0.125,1,3,0,0,0,0,0,0,0,0,0,0,0,3
pepperboy14,16/12/2021 14:27,@LonelyGoomba depends on the game,depends game,normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
to_the_nines_9,16/12/2021 14:27,@CMcIntire8 @RoArquette Oh? ??Do tell.I need reassurances.,oh tell i need reassurance,normal,0.4479,0,0,0,0.5,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
